cockroach sql --url=postgresql://root@54.186.70.223:26257?sslmode=disable
set database = NWHacks17;
DELETE FROM Hotspot;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Arbutus Ridge','4255 Arbutus St Vancouver BC V6J 4R1 Canada','Arbutus Shopping Centre',49.2487758,-123.1550158) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Arbutus Ridge','2265 41 AVE W Vancouver BC Canada','Spanish Teaching Services',49.234743,-123.1589961) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Arbutus Ridge','2181 W 38th Ave Vancouver BC V6M 1R8 Canada','Marcela Zapata Private & Group Spanish Courses Vancouver & Kerrisdale',49.2374723,-123.1583727) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Arbutus Ridge','2356 W 41st Ave Vancouver BC V6M 2A4 Canada','Sager education',49.234668,-123.1607461) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Arbutus Ridge','2356 W 41st Ave Vancouver BC V6M 2A4 Canada','Sager education',49.234668,-123.1607461) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Arbutus Ridge','2250 34 AVE W Vancouver BC Canada','Tandem Music Group Corp',49.243169,-123.156893) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Arbutus Ridge','4275 Valley Dr Vancouver BC V6L 2K8 Canada','Grage',49.249171,-123.159017) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Kitsilano','2215 W 10th Ave Vancouver BC V6K 2J1 Canada','St. John's School',49.2631041,-123.1557677) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Kitsilano','2215 W 10th Ave Vancouver BC V6K 2J1 Canada','St. John's School',49.2631041,-123.1557677) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Shaughnessy','5350 East Blvd Vancouver BC V6M 3V2 Canada','Point Grey Secondary',49.2374967,-123.1531266) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Kerrisdale','3200 41st Avenue West Vancouver BC V6N 3E1 Canada','Crofton House School',49.2344415,-123.1769116) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Kerrisdale','3200 41st Avenue West Vancouver BC V6N 3E1 Canada','Crofton House School',49.2344415,-123.1769116) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Kitsilano','2706 Trafalgar St Vancouver BC V6K 2J6 Canada','Kitsilano Secondary School',49.262206,-123.164308) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Kitsilano','2706 Trafalgar St Vancouver BC V6K 2J6 Canada','Kitsilano Secondary School',49.262206,-123.164308) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Fairview','1526 Duranleau St Vancouver BC V6H 3Y2 Canada','Vancouver Animation School',49.2713905,-123.136538) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Kitsilano','2215 W 10th Ave Vancouver BC V6K 2J1 Canada','St. John's School',49.2631041,-123.1557677) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Kitsilano','2215 W 10th Ave Vancouver BC V6K 2J1 Canada','St. John's School',49.2631041,-123.1557677) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Fairview','395 W Broadway Vancouver BC V5Y 1A7 Canada','St. John's International',49.264225,-123.125783) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Kitsilano','1936 W 10th Ave Vancouver BC V6J 2B2 Canada','Lord Tennyson Elementary School',49.2623451,-123.1493672) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Kitsilano','1936 W 10th Ave Vancouver BC V6J 2B2 Canada','Lord Tennyson Elementary School',49.2623451,-123.1493672) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Mount Pleasant','2850 Quebec St Vancouver BC V5T 3A9 Canada','St. Patrick's Elementary School (Vancouver)',49.2596825,-123.1027773) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Mount Pleasant','395 W Broadway Vancouver BC V5Y 1A7 Canada','St. John's International School..employement',49.2633734,-123.1125501) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Mount Pleasant','395 W Broadway Vancouver BC V5Y 1A7 Canada','St. John's International School..employement',49.2633734,-123.1125501) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Mount Pleasant','395 W Broadway Vancouver BC V5Y 1A7 Canada','St. John's International School..employement',49.2633734,-123.1125501) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Kitsilano','2154 W 7th Ave Vancouver BC V6K 0E3 Canada','St. Augustine's Elementary School',49.2653373,-123.1531383) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Fairview','Johnston St Vancouver BC V6H 3R9 Canada','Vancouver Art Therapy Institute',49.2710527,-123.1338566) ON CONFLICT (Lat,Long) DO NOTHING;
INSERT INTO Hotspot (Neighbourhood, Address, Name, Lat, Long) VALUES ('Fairview','604 W Broadway #300 Vancouver BC V5Z 1G1 Canada','The Institute Of Holistic Nutrition',49.263133,-123.117964) ON CONFLICT (Lat,Long) DO NOTHING;
